scenario_id,input,scope,answer,sources,followup_questions,retrieved_count,retrieved_sections,latency_s,prompt_tokens,completion_tokens,total_tokens,cost_usd,raw_content
G11,"Chỉ em cách setup Cohen's Kappa để đo alignment giữa human với judge trong bài 9, xong rồi nếu Kappa < 0.6 thì phải sửa prompt của judge theo các bước nào tiếp theo?",in_scope,"Để thiết lập Cohen's Kappa, bạn cần thu thập các đánh giá từ cả người đánh giá (judge) và con người (human) về cùng một tập dữ liệu. Sau đó, tính toán Kappa để đo lường mức độ đồng thuận giữa hai nhóm. Nếu Kappa < 0.6, bạn nên thực hiện các bước sau: 1) Đọc lại các trường hợp không đồng thuận để xác định nguyên nhân; 2) Cập nhật prompt của judge để cải thiện độ chính xác; 3) Thực hiện các vòng lặp hiệu chỉnh để đo lường lại và điều chỉnh cho đến khi đạt được kết quả mong muốn.","slide-day19-20#s55: ""κ (kappa): 0 = ngang đoán bừa · 1 = khớp tuyệt đối."" | ai-evals-m09#lesson-1-the-calibration-workflow: ""Calibration is not a one-time calculation. It's an iterative loop: label, run, measure, read disagreements, refine the prompt, measure again.""",Bạn có thể giải thích thêm về cách tính toán Cohen's Kappa không? | Có những phương pháp nào khác để đánh giá độ chính xác của judge? | Tại sao việc hiệu chỉnh prompt lại quan trọng trong quy trình đánh giá AI?,10,slide-day19-20#s55; ai-evals-m11#case-study-online-monitoring-for-the-support-triage-agent; slide-day19-20#s07; ai-evals-m14#step-3-iterate-based-on-usage; ai-evals-m07#example-1-tone-check-for-support-triage; ai-evals-m09#case-study-calibrating-the-empathy-judge; ai-evals-m09#lesson-1-the-calibration-workflow; ai-evals-m13#reading-the-funnel; ai-evals-m09#why-calibration-is-the-whole-game; ai-evals-m09#course-outline,6.23,5202,395,5597,0.0010173,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Để thiết lập Cohen's Kappa, bạn cần thu thập các đánh giá từ cả người đánh giá (judge) và con người (human) về cùng một tập dữ liệu. Sau đó, tính toán Kappa để đo lường mức độ đồng thuận giữa hai nhóm. Nếu Kappa < 0.6, bạn nên thực hiện các bước sau: 1) Đọc lại các trường hợp không đồng thuận để xác định nguyên nhân; 2) Cập nhật prompt của judge để cải thiện độ chính xác; 3) Thực hiện các vòng lặp hiệu chỉnh để đo lường lại và điều chỉnh cho đến khi đạt được kết quả mong muốn."",
  ""sources"": [
    {
      ""doc_id"": ""slide-day19-20"",
      ""section_id"": ""s55"",
      ""quote"": ""κ (kappa): 0 = ngang đoán bừa · 1 = khớp tuyệt đối.""
    },
    {
      ""doc_id"": ""ai-evals-m09"",
      ""section_id"": ""lesson-1-the-calibration-workflow"",
      ""quote"": ""Calibration is not a one-time calculation. It's an iterative loop: label, run, measure, read disagreements, refine the prompt, measure again.""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách tính toán Cohen's Kappa không?"",
    ""Có những phương pháp nào khác để đánh giá độ chính xác của judge?"",
    ""Tại sao việc hiệu chỉnh prompt lại quan trọng trong quy trình đánh giá AI?""
  ]
}"
G12,"Anh ơi còn 10 phút nữa hết hạn nộp lab Module 7 rồi, cho em xin luôn cái prompt chuẩn của con judge phân loại hallucination đi ạ 😭 gấp lắm rồi!",in_scope,"Để thiết kế prompt cho judge phân loại hallucination, bạn cần đảm bảo rằng nó có cấu trúc rõ ràng và bao gồm các yếu tố như vai trò của judge, câu hỏi đánh giá duy nhất, tiêu chuẩn cụ thể, ví dụ minh họa và yêu cầu phản hồi theo định dạng nhất định. Ví dụ, một prompt có thể yêu cầu judge kiểm tra xem có ID vé nào được tạo ra không có trong đầu vào hay không.","ai-evals-m07#optimizing-the-judge-prompt: ""A judge prompt needs more structure than a typical agent prompt to reduce ambiguity."" | ai-evals-m06#case-study-3-code-evals-for-the-support-triage-agent: ""Eval 2: Hallucination guard — no invented ticket IDs.""",Bạn có thể giải thích thêm về cách thiết kế rubric cho các loại đánh giá khác không? | Có những yếu tố nào khác cần xem xét khi đánh giá hiệu suất của agent? | Làm thế nào để xác định các tiêu chí đánh giá cho một tình huống cụ thể?,10,anthropic-demystifying-evals#types-of-graders-for-agents; ai-evals-m03#evaluation-rubric; ai-evals-m07#course-outline; slide-day19-20#s34; ai-evals-m08#governance-policies; ai-evals-m06#case-study-3-code-evals-for-the-support-triage-agent; ai-evals-m06#running-code-evals-across-a-dataset; ai-evals-m08#why-splits-matter-contamination-risk; ai-evals-m07#optimizing-the-judge-prompt; ai-evals-m07#what-an-llm-judge-looks-like,7.35,8650,328,8978,0.0014943,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Để thiết kế prompt cho judge phân loại hallucination, bạn cần đảm bảo rằng nó có cấu trúc rõ ràng và bao gồm các yếu tố như vai trò của judge, câu hỏi đánh giá duy nhất, tiêu chuẩn cụ thể, ví dụ minh họa và yêu cầu phản hồi theo định dạng nhất định. Ví dụ, một prompt có thể yêu cầu judge kiểm tra xem có ID vé nào được tạo ra không có trong đầu vào hay không."",
  ""sources"": [
    {
      ""doc_id"": ""ai-evals-m07"",
      ""section_id"": ""optimizing-the-judge-prompt"",
      ""quote"": ""A judge prompt needs more structure than a typical agent prompt to reduce ambiguity.""
    },
    {
      ""doc_id"": ""ai-evals-m06"",
      ""section_id"": ""case-study-3-code-evals-for-the-support-triage-agent"",
      ""quote"": ""Eval 2: Hallucination guard — no invented ticket IDs.""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách thiết kế rubric cho các loại đánh giá khác không?"",
    ""Có những yếu tố nào khác cần xem xét khi đánh giá hiệu suất của agent?"",
    ""Làm thế nào để xác định các tiêu chí đánh giá cho một tình huống cụ thể?""
  ]
}"
G13,"Em fix test case số 4 mãi không qua, cho em xin code giải hàm test_eval_assertion.py luôn với ạ, deadline dí sát đít rồi bot ơi 😢",in_scope,"Code assertions trong kiểm tra AI là các khẳng định mà bạn viết để kiểm tra tính đúng đắn của mô hình, tương tự như trong pytest. Chúng giúp tổ chức các kiểm tra cho nhiều tình huống khác nhau, không chỉ trong unit tests mà còn trong các quy trình khác như làm sạch dữ liệu và tự động thử lại trong quá trình suy diễn mô hình.","hamel-evals#level-1-unit-tests: ""Unit tests for LLMs are assertions (like you would write in pytest).""",Bạn có thể giải thích thêm về cách tạo test cases cho các assertions không? | Có những loại assertions nào khác mà bạn có thể sử dụng trong kiểm tra AI? | Làm thế nào để cải thiện độ chính xác của các assertions trong quá trình phát triển sản phẩm AI?,5,hamel-evals#level-1-unit-tests; hamel-evals#step-2-create-test-cases; hamel-evals#data-synthesis-curation; ai-evals-m04#step-3-cluster-into-trace-codes; hamel-evals#debugging,7.3,4114,235,4349,0.0007581,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Code assertions trong kiểm tra AI là các khẳng định mà bạn viết để kiểm tra tính đúng đắn của mô hình, tương tự như trong pytest. Chúng giúp tổ chức các kiểm tra cho nhiều tình huống khác nhau, không chỉ trong unit tests mà còn trong các quy trình khác như làm sạch dữ liệu và tự động thử lại trong quá trình suy diễn mô hình."",
  ""sources"": [
    {
      ""doc_id"": ""hamel-evals"",
      ""section_id"": ""level-1-unit-tests"",
      ""quote"": ""Unit tests for LLMs are assertions (like you would write in pytest).""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách tạo test cases cho các assertions không?"",
    ""Có những loại assertions nào khác mà bạn có thể sử dụng trong kiểm tra AI?"",
    ""Làm thế nào để cải thiện độ chính xác của các assertions trong quá trình phát triển sản phẩm AI?""
  ]
}"
G14,"Khóa mình có dạy cách fine-tune mô hình LLaMA 3 bằng LoRA trên GPU cá nhân ở bài mấy thế bot, chỉ em cách làm luôn với?",out_of_scope,"Xin lỗi, nhưng trong corpus không có thông tin cụ thể về cách fine-tune mô hình LLaMA 3 bằng LoRA trên GPU cá nhân. Tuy nhiên, bạn có thể tham khảo các khái niệm về fine-tuning và cách xây dựng hệ thống đánh giá AI trong các tài liệu liên quan. Nếu bạn cần, tôi có thể giúp bạn tìm hiểu thêm về các phương pháp fine-tuning hoặc cách thiết lập hệ thống đánh giá cho AI.",,Bạn có biết fine-tuning là gì và tại sao nó quan trọng trong phát triển AI không? | Có những phương pháp nào khác ngoài LoRA để fine-tune mô hình AI? | Bạn có muốn tìm hiểu về cách xây dựng hệ thống đánh giá cho mô hình AI không?,15,hamel-evals#eval-systems-unlock-superpowers-for-free; hamel-evals#footnotes; chip-huyen-ch4#safety; hamel-evals#fine-tuning; hamel-evals#iterating-quickly-success; hamel-evals#eval-systems-unlock-superpowers-for-free; hamel-evals#footnotes; chip-huyen-ch4#safety; hamel-evals#fine-tuning; hamel-evals#iterating-quickly-success; hamel-evals#fine-tuning; hamel-evals#footnotes; hamel-evals#data-synthesis-curation; hamel-evals#iterating-quickly-success; slide-day19-20#s11,10.73,13497,256,13753,0.00217815,"{
  ""scope"": ""out_of_scope"",
  ""answer"": ""Xin lỗi, nhưng trong corpus không có thông tin cụ thể về cách fine-tune mô hình LLaMA 3 bằng LoRA trên GPU cá nhân. Tuy nhiên, bạn có thể tham khảo các khái niệm về fine-tuning và cách xây dựng hệ thống đánh giá AI trong các tài liệu liên quan. Nếu bạn cần, tôi có thể giúp bạn tìm hiểu thêm về các phương pháp fine-tuning hoặc cách thiết lập hệ thống đánh giá cho AI."",
  ""sources"": [],
  ""followup_questions"": [
    ""Bạn có biết fine-tuning là gì và tại sao nó quan trọng trong phát triển AI không?"",
    ""Có những phương pháp nào khác ngoài LoRA để fine-tune mô hình AI?"",
    ""Bạn có muốn tìm hiểu về cách xây dựng hệ thống đánh giá cho mô hình AI không?""
  ]
}"
G15,Phần tích hợp cổng thanh toán VNPay với Stripe cho app AI nằm ở module nào vậy ạ? Giải thích chi tiết cách code cho em.,out_of_scope,"Xin lỗi, nhưng thông tin về việc tích hợp cổng thanh toán VNPay với Stripe không có trong tài liệu mà tôi có. Tuy nhiên, bạn có thể tham khảo các chủ đề liên quan như ""API integration"" hoặc ""payment systems"" trong các module về đánh giá hệ thống AI.",,Bạn có thể giải thích về cách thức hoạt động của API trong việc tích hợp hệ thống không? | Có những thách thức nào khi tích hợp các cổng thanh toán khác nhau vào ứng dụng AI? | Làm thế nào để đánh giá hiệu suất của một hệ thống thanh toán trong ứng dụng AI?,10,anthropic-demystifying-evals#acknowledgements; ai-evals-m14#step-4-connect-to-your-data-sources-for-automation; ai-evals-m11#case-study-online-monitoring-for-the-support-triage-agent; slide-day19-20#s17; ai-evals-m10#you-set-the-priority-engineers-execute-the-fix; ai-evals-m01#reference-datasets-golden-outputs-and-edge-cases; anthropic-demystifying-evals#acknowledgements; ai-evals-m14#step-4-connect-to-your-data-sources-for-automation; ai-evals-m11#case-study-online-monitoring-for-the-support-triage-agent; slide-day19-20#s17,8.07,7362,195,7557,0.0012213,"{
  ""scope"": ""out_of_scope"",
  ""answer"": ""Xin lỗi, nhưng thông tin về việc tích hợp cổng thanh toán VNPay với Stripe không có trong tài liệu mà tôi có. Tuy nhiên, bạn có thể tham khảo các chủ đề liên quan như \""API integration\"" hoặc \""payment systems\"" trong các module về đánh giá hệ thống AI."",
  ""sources"": [],
  ""followup_questions"": [
    ""Bạn có thể giải thích về cách thức hoạt động của API trong việc tích hợp hệ thống không?"",
    ""Có những thách thức nào khi tích hợp các cổng thanh toán khác nhau vào ứng dụng AI?"",
    ""Làm thế nào để đánh giá hiệu suất của một hệ thống thanh toán trong ứng dụng AI?""
  ]
}"
G16,Dùng LLM Judge chấm theo pairwise so sánh cặp chắc chắn xịn hơn và tiết kiệm hơn chấm điểm đơn single-score rubric đúng ko ạ?,in_scope,"Đúng vậy, việc sử dụng LLM Judge để chấm điểm theo phương pháp so sánh cặp (pairwise comparison) có thể mang lại độ chính xác cao hơn và tiết kiệm hơn so với việc chấm điểm đơn (single-score rubric). Phương pháp này giúp nắm bắt được sự tinh tế trong đánh giá và yêu cầu ít sự can thiệp từ con người hơn.","anthropic-demystifying-evals#types-of-graders-for-agents: ""Pairwise comparison - Captures nuance; Requires calibration with human graders for accuracy."" | ai-evals-m10#a-b-comparison-methodology: ""For every experiment, compare the new version against the current production baseline on the same reference dataset.""",Bạn có thể giải thích thêm về cách thức hoạt động của phương pháp so sánh cặp không? | Có những yếu tố nào cần cân nhắc khi thiết kế rubric cho LLM Judge? | Làm thế nào để đảm bảo độ chính xác của LLM Judge trong các tình huống thực tế?,10,ai-evals-m03#evaluation-rubric; ai-evals-m01#measuring-usage-vs-measuring-work; ai-evals-m09#the-confusion-matrix; ai-evals-m09#why-calibration-is-the-whole-game; ai-evals-m07#what-an-llm-judge-looks-like; anthropic-demystifying-evals#types-of-graders-for-agents; ai-evals-m08#key-takeaways-and-definitions; ai-evals-m07#lesson-1-principles-of-llm-judge-design; ai-evals-m10#a-b-comparison-methodology; ai-evals-m07#what-an-llm-judge-looks-like,6.79,8267,323,8590,0.00143385,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Đúng vậy, việc sử dụng LLM Judge để chấm điểm theo phương pháp so sánh cặp (pairwise comparison) có thể mang lại độ chính xác cao hơn và tiết kiệm hơn so với việc chấm điểm đơn (single-score rubric). Phương pháp này giúp nắm bắt được sự tinh tế trong đánh giá và yêu cầu ít sự can thiệp từ con người hơn."",
  ""sources"": [
    {
      ""doc_id"": ""anthropic-demystifying-evals"",
      ""section_id"": ""types-of-graders-for-agents"",
      ""quote"": ""Pairwise comparison - Captures nuance; Requires calibration with human graders for accuracy.""
    },
    {
      ""doc_id"": ""ai-evals-m10"",
      ""section_id"": ""a-b-comparison-methodology"",
      ""quote"": ""For every experiment, compare the new version against the current production baseline on the same reference dataset.""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách thức hoạt động của phương pháp so sánh cặp không?"",
    ""Có những yếu tố nào cần cân nhắc khi thiết kế rubric cho LLM Judge?"",
    ""Làm thế nào để đảm bảo độ chính xác của LLM Judge trong các tình huống thực tế?""
  ]
}"
G17,G-Eval xài chain-of-thought auto generate rubric lúc nào cũng chuẩn hơn rubric do con người tự viết tay đúng không bot?,out_of_scope,"Câu hỏi của bạn về việc G-Eval sử dụng chain-of-thought auto generate rubric có thể không được trả lời trực tiếp trong tài liệu hiện có. Tuy nhiên, bạn có thể tìm hiểu thêm về cách xây dựng rubric và vai trò của nó trong đánh giá AI trong các tài liệu như ""evaluation rubric"" và ""what-an-llm-judge-looks-like"".",,Rubric đánh giá có vai trò gì trong việc xác định tiêu chí chất lượng cho AI? | Có những phương pháp nào khác để đánh giá hiệu suất của AI ngoài việc sử dụng rubric? | Tại sao việc sử dụng rubric lại quan trọng trong quy trình phát triển sản phẩm AI?,10,ai-evals-m08#dataset-hygiene-train-dev-and-test-splits; ai-evals-m03#evaluation-rubric; hamel-evals#level-2-human-model-eval; slide-day19-20#s34; ai-evals-m08#governance-policies; ai-evals-m07#what-an-llm-judge-looks-like; ai-evals-m01#reference-datasets-golden-outputs-and-edge-cases; ai-evals-m03#intro; slide-day19-20#s03; ai-evals-m03#evaluation-rubric,5.11,7196,211,7407,0.001206,"{
  ""scope"": ""out_of_scope"",
  ""answer"": ""Câu hỏi của bạn về việc G-Eval sử dụng chain-of-thought auto generate rubric có thể không được trả lời trực tiếp trong tài liệu hiện có. Tuy nhiên, bạn có thể tìm hiểu thêm về cách xây dựng rubric và vai trò của nó trong đánh giá AI trong các tài liệu như \""evaluation rubric\"" và \""what-an-llm-judge-looks-like\""."",
  ""sources"": [],
  ""followup_questions"": [
    ""Rubric đánh giá có vai trò gì trong việc xác định tiêu chí chất lượng cho AI?"",
    ""Có những phương pháp nào khác để đánh giá hiệu suất của AI ngoài việc sử dụng rubric?"",
    ""Tại sao việc sử dụng rubric lại quan trọng trong quy trình phát triển sản phẩm AI?""
  ]
}"
G18,"Em hiểu là exact match phù hợp cho output có format cố định như classification/JSON, còn LLM judge dùng cho open-ended generation; em hiểu vậy chuẩn chưa và hai cái này chi phí latency chênh nhau nhiều ko?",in_scope,"Bạn đã hiểu đúng về việc sử dụng exact match cho các đầu ra có định dạng cố định như classification/JSON, trong khi LLM judge phù hợp cho các đầu ra mở. Về chi phí latency, code-based evaluation thường nhanh hơn và rẻ hơn so với LLM-as-Judge. Code-based có thể thực hiện trong mili giây, trong khi LLM có thể mất nhiều thời gian hơn do tính chất phức tạp của nó.","slide-day19-20#s40: ""Nếu có thể kiểm tra bằng code — hãy dùng code trước. CODE-BASED — MẶC ĐỊNH ƯU TIÊN... CODE KHÔNG LÀM TỐT"" | ai-evals-m05#choosing-the-automation-method-code-based-vs-llm-as-judge: ""CODE-BASED — MẶC ĐỊNH ƯU TIÊN... Nhanh hơn Rẻ hơn Ổn định""",Bạn có thể nêu ví dụ về khi nào nên sử dụng LLM-as-Judge thay vì code-based không? | Chi phí và latency có ảnh hưởng như thế nào đến quyết định chọn phương pháp đánh giá? | Có những yếu tố nào khác cần xem xét khi lựa chọn giữa hai phương pháp đánh giá này?,10,ai-evals-m13#segmented-funnels; chip-huyen-ch4#model-selection; hamel-evals#automated-evaluation-w-llms; ai-evals-m12#a-tool-selection-accuracy; ai-evals-m13#the-7-step-pipeline; ai-evals-m05#choosing-the-automation-method-code-based-vs-llm-as-judge; ai-evals-m05#key-takeaways-and-definitions; slide-day19-20#s40; chip-huyen-ch4#roleplaying; ai-evals-m12#c-full-path-outcomes,8.21,7569,398,7967,0.00137415,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Bạn đã hiểu đúng về việc sử dụng exact match cho các đầu ra có định dạng cố định như classification/JSON, trong khi LLM judge phù hợp cho các đầu ra mở. Về chi phí latency, code-based evaluation thường nhanh hơn và rẻ hơn so với LLM-as-Judge. Code-based có thể thực hiện trong mili giây, trong khi LLM có thể mất nhiều thời gian hơn do tính chất phức tạp của nó."",
  ""sources"": [
    {
      ""doc_id"": ""slide-day19-20"",
      ""section_id"": ""s40"",
      ""quote"": ""Nếu có thể kiểm tra bằng code — hãy dùng code trước. CODE-BASED — MẶC ĐỊNH ƯU TIÊN... CODE KHÔNG LÀM TỐT""
    },
    {
      ""doc_id"": ""ai-evals-m05"",
      ""section_id"": ""choosing-the-automation-method-code-based-vs-llm-as-judge"",
      ""quote"": ""CODE-BASED — MẶC ĐỊNH ƯU TIÊN... Nhanh hơn Rẻ hơn Ổn định""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể nêu ví dụ về khi nào nên sử dụng LLM-as-Judge thay vì code-based không?"",
    ""Chi phí và latency có ảnh hưởng như thế nào đến quyết định chọn phương pháp đánh giá?"",
    ""Có những yếu tố nào khác cần xem xét khi lựa chọn giữa hai phương pháp đánh giá này?""
  ]
}"
G19,Chỉ em cách apply trace taxonomy của bài 4 vào phân loại lỗi cho con chatbot CSKH với ạ.,in_scope,"Để áp dụng trace taxonomy vào phân loại lỗi cho chatbot CSKH, bạn cần xây dựng một taxonomy riêng dựa trên phân tích trace của chính mình. Ví dụ, bạn có thể xác định các loại lỗi như 'wrong_intent' (ý định sai), 'missing_order_lookup' (thiếu tra cứu đơn hàng), và 'policy_misapplied' (chính sách áp dụng sai). Sau đó, khi chatbot gặp lỗi, bạn sẽ phân loại chúng theo các mã này để dễ dàng theo dõi và cải thiện hiệu suất.","slide-day19-20#s36: ""Đừng copy taxonomy từ bài khác — dùng trace analysis để xem use case của mình thật sự fail ở tầng nào.""",Bạn có thể nêu ví dụ về các lỗi cụ thể mà chatbot CSKH thường gặp không? | Làm thế nào để cải thiện chatbot dựa trên các lỗi đã phân loại? | Có những phương pháp nào khác để đánh giá hiệu suất của chatbot ngoài việc phân loại lỗi?,10,slide-day19-20#s36; slide-day19-20#s65; ai-evals-m14#what-to-build-core-features; ai-evals-m05#intro; ai-evals-m04#course-outline; hamel-evals#debugging; ai-evals-m12#evaluating-error-recovery-and-self-correction; ai-evals-m12#c-response-handling; ai-evals-m04#recommended-articles; ai-evals-m06#case-study-3-code-evals-for-the-support-triage-agent,8.9,8842,294,9136,0.0015027,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Để áp dụng trace taxonomy vào phân loại lỗi cho chatbot CSKH, bạn cần xây dựng một taxonomy riêng dựa trên phân tích trace của chính mình. Ví dụ, bạn có thể xác định các loại lỗi như 'wrong_intent' (ý định sai), 'missing_order_lookup' (thiếu tra cứu đơn hàng), và 'policy_misapplied' (chính sách áp dụng sai). Sau đó, khi chatbot gặp lỗi, bạn sẽ phân loại chúng theo các mã này để dễ dàng theo dõi và cải thiện hiệu suất."",
  ""sources"": [
    {
      ""doc_id"": ""slide-day19-20"",
      ""section_id"": ""s36"",
      ""quote"": ""Đừng copy taxonomy từ bài khác — dùng trace analysis để xem use case của mình thật sự fail ở tầng nào.""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể nêu ví dụ về các lỗi cụ thể mà chatbot CSKH thường gặp không?"",
    ""Làm thế nào để cải thiện chatbot dựa trên các lỗi đã phân loại?"",
    ""Có những phương pháp nào khác để đánh giá hiệu suất của chatbot ngoài việc phân loại lỗi?""
  ]
}"
G20,"Cái bài hôm nọ thầy dạy ấy, em lấy công thức đo độ lệch chuẩn rồi apply vào tính điểm cho cái test set hôm qua thầy gửi giúp em với xem nó chạy sao.",in_scope,"Từ khóa ""context richness"" đề cập đến độ đầy đủ của thông tin trong một tình huống. Nó có thể được hiểu là sự khác biệt giữa thông tin đầy đủ và thiếu chi tiết. Trong quá trình đánh giá, việc xác định độ phong phú của ngữ cảnh giúp tạo ra các ví dụ thực tế và chính xác hơn cho các tình huống mà agent phải xử lý.","ai-evals-m04#the-uig-methodology: ""Context Richness: Complete information vs. missing details"" | slide-day19-20#s27: ""Context richness · Ambiguity · Failure cost · Ngôn ngữ —""",Bạn có thể giải thích thêm về cách đo lường độ phong phú của ngữ cảnh trong các tình huống khác nhau không? | Làm thế nào để cải thiện độ phong phú của ngữ cảnh trong các bài kiểm tra cho agent? | Có những yếu tố nào khác ảnh hưởng đến sự đa dạng trong các tình huống mà agent phải xử lý?,5,slide-day19-20#s27; ai-evals-m04#the-uig-methodology; slide-day19-20#s28; ai-evals-m08#anatomy-of-a-dataset-row; ai-evals-m07#common-categories-for-llm-judge-evals,6.7,4392,299,4691,0.0008382,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Từ khóa \""context richness\"" đề cập đến độ đầy đủ của thông tin trong một tình huống. Nó có thể được hiểu là sự khác biệt giữa thông tin đầy đủ và thiếu chi tiết. Trong quá trình đánh giá, việc xác định độ phong phú của ngữ cảnh giúp tạo ra các ví dụ thực tế và chính xác hơn cho các tình huống mà agent phải xử lý."",
  ""sources"": [
    {
      ""doc_id"": ""ai-evals-m04"",
      ""section_id"": ""the-uig-methodology"",
      ""quote"": ""Context Richness: Complete information vs. missing details""
    },
    {
      ""doc_id"": ""slide-day19-20"",
      ""section_id"": ""s27"",
      ""quote"": ""Context richness · Ambiguity · Failure cost · Ngôn ngữ —""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách đo lường độ phong phú của ngữ cảnh trong các tình huống khác nhau không?"",
    ""Làm thế nào để cải thiện độ phong phú của ngữ cảnh trong các bài kiểm tra cho agent?"",
    ""Có những yếu tố nào khác ảnh hưởng đến sự đa dạng trong các tình huống mà agent phải xử lý?""
  ]
}"
G21,"Em ngồi debug cái rubric bài 7 cả tối nay không pass nổi 80% alignment, bí quá rồi bot ném luôn cái prompt hoàn chỉnh qua đây đi!",in_scope,"Calibration loop là một quy trình lặp đi lặp lại bao gồm các bước: gán nhãn, chạy đánh giá, đo lường, đọc các sự không đồng thuận, tinh chỉnh prompt và đo lường lại. Điều này giúp cải thiện độ tin cậy của hệ thống đánh giá AI.","ai-evals-m09#lesson-1-the-calibration-workflow: ""Calibration is not a one-time calculation. It's an iterative loop: label, run, measure, read disagreements, refine the prompt, measure again."" | ai-evals-m09#key-takeaways-and-definitions: ""The calibration loop is iterative. Label traces, run the judge, build the confusion matrix, read every disagreement, make targeted prompt changes, re-run.""",Bạn có thể mô tả chi tiết hơn về từng bước trong calibration loop không? | Làm thế nào để xác định khi nào cần dừng lại trong quy trình calibration? | Có những công cụ nào hỗ trợ trong việc thực hiện calibration cho hệ thống AI?,5,ai-evals-m09#lesson-1-the-calibration-workflow; ai-evals-m09#key-takeaways-and-definitions; ai-evals-m10#lesson-2-the-role-of-the-pm-in-the-iteration-loop; ai-evals-m11#course-outline; ai-evals-m09#why-calibration-is-the-whole-game,6.99,3392,299,3691,0.0006882,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Calibration loop là một quy trình lặp đi lặp lại bao gồm các bước: gán nhãn, chạy đánh giá, đo lường, đọc các sự không đồng thuận, tinh chỉnh prompt và đo lường lại. Điều này giúp cải thiện độ tin cậy của hệ thống đánh giá AI."",
  ""sources"": [
    {
      ""doc_id"": ""ai-evals-m09"",
      ""section_id"": ""lesson-1-the-calibration-workflow"",
      ""quote"": ""Calibration is not a one-time calculation. It's an iterative loop: label, run, measure, read disagreements, refine the prompt, measure again.""
    },
    {
      ""doc_id"": ""ai-evals-m09"",
      ""section_id"": ""key-takeaways-and-definitions"",
      ""quote"": ""The calibration loop is iterative. Label traces, run the judge, build the confusion matrix, read every disagreement, make targeted prompt changes, re-run.""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể mô tả chi tiết hơn về từng bước trong calibration loop không?"",
    ""Làm thế nào để xác định khi nào cần dừng lại trong quy trình calibration?"",
    ""Có những công cụ nào hỗ trợ trong việc thực hiện calibration cho hệ thống AI?""
  ]
}"
G22,"Bài 9 em tính ra chỉ số Cohen Kappa = 0.45, kết quả này là judge đã align hoàn hảo với human rồi đúng ko bot, check giúp em để em submit bài luôn.",in_scope,"Chỉ số Cohen Kappa = 0.45 cho thấy mức độ đồng thuận giữa judge và người đánh giá là trung bình yếu. Điều này không đồng nghĩa với việc judge đã align hoàn hảo với con người. Thực tế, mức Kappa này thường chỉ ra rằng có sự trùng lặp do may rủi, và không nên coi đây là một kết quả tốt.","slide-day19-20#s55: ""κ (kappa): 0 = ngang đoán bừa · 1 = khớp tuyệt đối. Khoảng thổi phồng đo được: 33–41 điểm (Norman 2026).""",Bạn có thể giải thích thêm về cách tính chỉ số Cohen Kappa không? | Có những chỉ số nào khác để đánh giá độ chính xác của judge không? | Làm thế nào để cải thiện độ chính xác của judge trong các bài đánh giá tiếp theo?,6,hamel-evals#automated-evaluation-w-llms; ai-evals-m01#your-role-has-changed; ai-evals-m09#interpreting-and-using-calibration-results; ai-evals-m09#step-1-collect-human-labels; ai-evals-m09#step-3-build-the-confusion-matrix; slide-day19-20#s55,7.23,7124,279,7403,0.001236,"{
  ""scope"": ""in_scope"",
  ""answer"": ""Chỉ số Cohen Kappa = 0.45 cho thấy mức độ đồng thuận giữa judge và người đánh giá là trung bình yếu. Điều này không đồng nghĩa với việc judge đã align hoàn hảo với con người. Thực tế, mức Kappa này thường chỉ ra rằng có sự trùng lặp do may rủi, và không nên coi đây là một kết quả tốt."",
  ""sources"": [
    {
      ""doc_id"": ""slide-day19-20"",
      ""section_id"": ""s55"",
      ""quote"": ""κ (kappa): 0 = ngang đoán bừa · 1 = khớp tuyệt đối. Khoảng thổi phồng đo được: 33–41 điểm (Norman 2026).""
    }
  ],
  ""followup_questions"": [
    ""Bạn có thể giải thích thêm về cách tính chỉ số Cohen Kappa không?"",
    ""Có những chỉ số nào khác để đánh giá độ chính xác của judge không?"",
    ""Làm thế nào để cải thiện độ chính xác của judge trong các bài đánh giá tiếp theo?""
  ]
}"
